Time,Level,Noise,Frequency,Bandwidth
19:58.7,-20.58,-41.53,103300,16000
19:58.8,-20.78,-41.53,103300,16000
19:58.8,-21.68,-41.55,103300,16000
19:58.9,-21.02,-41.58,103300,16000
19:59.0,-21.61,-41.55,103300,16000
19:59.0,-21.3,-41.6,103300,16000
19:59.1,-22.58,-41.63,103300,16000
19:59.1,-20.96,-41.62,103300,16000
19:59.2,-21.96,-41.63,103300,16000
19:59.2,-20.9,-41.65,103300,16000
19:59.3,-21.69,-41.69,103300,16000
19:59.4,-22.18,-41.76,103300,16000
19:59.4,-24.29,-41.76,103300,16000
19:59.5,-23.21,-41.76,103300,16000
19:59.5,-22.03,-41.87,103300,16000
19:59.6,-22.24,-41.89,103300,16000
19:59.6,-20.38,-41.87,103300,16000
19:59.7,-21.33,-41.83,103300,16000
19:59.8,-23.06,-41.84,103300,16000
19:59.8,-20.84,-41.85,103300,16000
19:59.8,-21.36,-41.83,103300,16000
19:59.9,-21.39,-41.77,103300,16000
19:59.9,-20.2,-41.76,103300,16000
20:00.0,-20.59,-41.76,103300,16000
20:00.1,-21.05,-41.69,103300,16000
20:00.1,-20.1,-41.65,103300,16000
20:00.2,-19.74,-41.61,103300,16000
20:00.2,-23.43,-41.62,103300,16000
20:00.3,-21.37,-41.59,103300,16000
20:00.3,-22.05,-41.59,103300,16000
20:00.4,-19.71,-41.53,103300,16000
20:00.4,-20.83,-41.52,103300,16000
20:00.4,-21.39,-41.51,103300,16000
20:00.5,-18.35,-41.52,103300,16000
20:00.6,-21.9,-41.47,103300,16000
20:00.6,-21.59,-41.49,103300,16000
20:00.7,-20.83,-41.51,103300,16000
20:00.7,-20.69,-41.52,103300,16000
20:00.8,-20.46,-41.52,103300,16000
20:00.8,-19.7,-41.48,103300,16000
20:00.9,-21.62,-41.44,103300,16000
20:00.9,-21.73,-41.49,103300,16000
20:00.9,-19.65,-41.48,103300,16000
20:01.0,-22.74,-41.5,103300,16000
20:01.0,-22.78,-41.51,103300,16000
20:01.1,-22.47,-41.53,103300,16000
20:01.2,-19.75,-41.55,103300,16000
20:01.2,-21.63,-41.53,103300,16000
20:01.3,-22.12,-41.51,103300,16000
20:01.3,-20.28,-41.51,103300,16000
20:01.3,-22,-41.56,103300,16000
20:01.4,-22.92,-41.6,103300,16000
20:01.5,-21.92,-41.62,103300,16000
20:01.5,-22.33,-41.63,103300,16000
20:01.6,-20.85,-41.68,103300,16000
20:01.6,-21.64,-41.66,103300,16000
20:01.7,-21.26,-41.66,103300,16000
20:01.7,-20.69,-41.62,103300,16000
20:01.8,-19.76,-41.62,103300,16000
20:01.8,-21.2,-41.61,103300,16000
20:01.9,-20.69,-41.61,103300,16000
20:01.9,-22.47,-41.64,103300,16000
20:02.0,-21.87,-41.66,103300,16000
20:02.0,-20.1,-41.67,103300,16000
20:02.1,-22.01,-41.67,103300,16000
20:02.1,-21.5,-41.69,103300,16000
20:02.2,-21.94,-41.67,103300,16000
20:02.2,-21.08,-41.69,103300,16000
20:02.3,-21.21,-41.7,103300,16000
20:02.4,-21.54,-41.69,103300,16000
20:02.5,-21.39,-41.63,103300,16000
20:02.6,-21.57,-41.6,103300,16000
20:02.6,-23.34,-41.64,103300,16000
20:02.6,-21.35,-41.68,103300,16000
20:02.7,-21.56,-41.69,103300,16000
20:02.8,-20.71,-41.67,103300,16000
20:02.9,-22.05,-41.73,103300,16000
20:03.0,-21.76,-41.79,103300,16000
20:03.0,-20.57,-41.81,103300,16000
20:03.1,-22.62,-41.8,103300,16000
20:03.2,-23.75,-41.76,103300,16000
20:03.2,-21.1,-41.82,103300,16000
20:03.3,-22.18,-41.82,103300,16000
20:03.4,-21.29,-41.83,103300,16000
20:03.4,-20.35,-41.82,103300,16000
20:03.5,-22.11,-41.77,103300,16000
20:03.5,-21.06,-41.78,103300,16000
20:03.6,-22.19,-41.74,103300,16000
20:03.7,-21.45,-41.74,103300,16000
20:03.7,-21.04,-41.74,103300,16000
20:03.7,-22.41,-41.77,103300,16000
20:03.8,-22.23,-41.77,103300,16000
20:03.9,-20.29,-41.75,103300,16000
20:04.0,-21.91,-41.67,103300,16000
20:04.1,-21.78,-41.65,103300,16000
20:04.1,-22.06,-41.67,103300,16000
20:04.2,-21.75,-41.67,103300,16000
20:04.3,-19.94,-41.57,103300,16000
20:04.3,-20.97,-41.57,103300,16000
20:04.4,-22.11,-41.59,103300,16000
20:04.5,-20.52,-41.58,103300,16000
20:04.5,-22.64,-41.59,103300,16000
20:04.6,-21.41,-41.62,103300,16000
20:04.7,-21.03,-41.57,103300,16000
20:04.8,-22.37,-41.58,103300,16000
20:04.8,-21.67,-41.6,103300,16000
20:04.9,-20.51,-41.51,103300,16000
20:04.9,-22.03,-41.51,103300,16000
20:04.9,-22.06,-41.5,103300,16000
20:05.0,-22.58,-41.51,103300,16000
20:05.1,-22.35,-41.56,103300,16000
20:05.2,-22.36,-41.56,103300,16000
20:05.2,-21.89,-41.56,103300,16000
20:05.2,-22.18,-41.57,103300,16000
20:05.3,-21.16,-41.58,103300,16000
20:05.4,-21.31,-41.53,103300,16000
20:05.4,-20.26,-41.58,103300,16000
20:05.5,-22.35,-41.59,103300,16000
20:05.6,-20.66,-41.58,103300,16000
20:05.7,-21.99,-41.59,103300,16000
20:05.7,-23.28,-41.65,103300,16000
20:05.8,-20.42,-41.67,103300,16000
20:05.9,-22.25,-41.7,103300,16000
20:06.0,-20.9,-41.78,103300,16000
20:06.0,-20.08,-41.84,103300,16000
20:06.1,-20.97,-41.81,103300,16000
20:06.1,-21.54,-41.81,103300,16000
20:06.2,-21.53,-41.85,103300,16000
20:06.2,-20.71,-41.94,103300,16000
20:06.3,-21.09,-41.93,103300,16000
20:06.3,-22.74,-41.92,103300,16000
20:06.4,-22.02,-42.04,103300,16000
20:06.5,-21.75,-42.08,103300,16000
20:06.6,-21.15,-42.09,103300,16000
20:06.7,-22.75,-42.15,103300,16000
20:06.8,-21.84,-42.1,103300,16000
20:06.8,-21.08,-42.08,103300,16000
20:06.9,-22.1,-42.07,103300,16000
20:07.0,-22.14,-42.09,103300,16000
20:07.1,-21.16,-42.11,103300,16000
20:07.2,-21.87,-42.13,103300,16000
20:07.2,-21.11,-42.06,103300,16000
20:07.3,-21.77,-42.06,103300,16000
20:07.4,-23.75,-42.06,103300,16000
20:07.5,-22.08,-41.98,103300,16000
20:07.5,-20.65,-41.92,103300,16000
20:07.6,-21.46,-41.93,103300,16000
20:07.6,-20.18,-41.86,103300,16000
20:07.7,-21.69,-41.8,103300,16000
20:07.8,-20.99,-41.78,103300,16000
20:07.9,-21.16,-41.8,103300,16000
20:08.0,-22.56,-41.72,103300,16000
20:08.0,-22,-41.69,103300,16000
20:08.1,-21.89,-41.66,103300,16000
20:08.2,-21.81,-41.61,103300,16000
20:08.2,-20.58,-41.6,103300,16000
20:08.3,-21.53,-41.61,103300,16000
20:08.4,-21.73,-41.6,103300,16000
20:08.4,-20.92,-41.6,103300,16000
20:08.5,-21.6,-41.6,103300,16000
20:08.5,-21.22,-41.58,103300,16000
20:08.6,-21.18,-41.55,103300,16000
20:08.7,-21.74,-41.55,103300,16000
20:08.7,-21.73,-41.57,103300,16000
20:08.8,-22.08,-41.59,103300,16000
20:08.9,-21.94,-41.62,103300,16000
20:09.0,-23.12,-41.64,103300,16000
20:09.0,-21.05,-41.65,103300,16000
20:09.1,-20.76,-41.63,103300,16000
20:09.1,-21.7,-41.64,103300,16000
20:09.3,-22.37,-41.67,103300,16000
20:09.3,-22.23,-41.7,103300,16000
20:09.4,-21.32,-41.75,103300,16000
20:09.4,-21.69,-41.77,103300,16000
20:09.5,-20.54,-41.82,103300,16000
20:09.6,-21.22,-41.83,103300,16000
20:09.7,-21.99,-41.85,103300,16000
20:09.7,-22.83,-41.85,103300,16000
20:09.8,-21.66,-41.91,103300,16000
20:09.9,-22.33,-41.88,103300,16000
20:09.9,-21.5,-41.9,103300,16000
20:10.0,-21.49,-41.88,103300,16000
20:10.1,-22.57,-41.87,103300,16000
20:10.2,-18.73,-41.94,103300,16000
20:10.2,-22.01,-41.99,103300,16000
20:10.3,-22.45,-41.97,103300,16000
20:10.3,-23.67,-41.94,103300,16000
20:10.4,-22.17,-41.96,103300,16000
20:10.5,-18,-42.01,103300,16000
20:10.5,-19.95,-42.02,103300,16000
20:10.7,-21.01,-42.03,103300,16000
20:10.8,-21.91,-42.04,103300,16000
20:10.8,-20.93,-42.05,103300,16000
20:10.9,-21.3,-42.01,103300,16000
20:11.0,-22.55,-42.06,103300,16000
20:11.1,-20.64,-42.06,103300,16000
20:11.1,-21.01,-42.01,103300,16000
20:11.2,-22.22,-41.98,103300,16000
20:11.3,-21.38,-41.93,103300,16000
20:11.3,-21.89,-42.02,103300,16000
20:11.4,-21.75,-41.97,103300,16000
20:11.5,-22.13,-41.93,103300,16000
20:11.5,-21.8,-41.9,103300,16000
20:11.6,-22.32,-41.9,103300,16000
20:11.7,-21.8,-41.9,103300,16000
20:11.7,-21.76,-41.85,103300,16000
20:11.8,-19.91,-41.85,103300,16000
20:11.9,-20.72,-41.86,103300,16000
20:11.9,-20.69,-41.83,103300,16000
20:11.9,-21.49,-41.78,103300,16000
20:12.0,-21.52,-41.76,103300,16000
20:12.1,-22.35,-41.79,103300,16000
20:12.1,-22.77,-41.79,103300,16000
20:12.2,-21.79,-41.82,103300,16000
20:12.3,-22.13,-41.79,103300,16000
20:12.4,-22.42,-41.79,103300,16000
20:12.5,-21.73,-41.77,103300,16000
20:12.5,-20.32,-41.77,103300,16000
20:12.6,-22.12,-41.75,103300,16000
20:12.7,-20.91,-41.73,103300,16000
20:12.8,-23.15,-41.74,103300,16000
20:12.8,-20.76,-41.81,103300,16000
20:12.9,-21.38,-41.78,103300,16000
20:12.9,-20.81,-41.78,103300,16000
20:13.0,-22.13,-41.8,103300,16000
20:13.1,-21.46,-41.85,103300,16000
20:13.2,-21.91,-41.87,103300,16000
20:13.2,-22.23,-41.76,103300,16000
20:13.2,-22.36,-41.78,103300,16000
20:13.3,-22.22,-41.83,103300,16000
20:13.4,-20.47,-41.79,103300,16000
20:13.4,-22.13,-41.77,103300,16000
20:13.6,-21.11,-41.81,103300,16000
20:13.6,-21.29,-41.87,103300,16000
20:13.7,-21.56,-41.84,103300,16000
20:13.8,-19.48,-41.85,103300,16000
20:13.8,-22.24,-41.81,103300,16000
20:13.8,-21.02,-41.87,103300,16000
20:13.9,-19.98,-41.86,103300,16000
20:14.0,-21.53,-41.86,103300,16000
20:14.1,-21.73,-41.88,103300,16000
20:14.1,-22.11,-41.83,103300,16000
20:14.2,-22.82,-41.93,103300,16000
20:14.3,-23.28,-41.97,103300,16000
20:14.3,-20.94,-42,103300,16000
20:14.4,-19.96,-42.01,103300,16000
20:14.4,-22.79,-42.04,103300,16000
20:14.5,-21.57,-42.05,103300,16000
20:14.6,-20.74,-41.98,103300,16000
20:14.7,-20.95,-42.04,103300,16000
20:14.7,-21.76,-42.04,103300,16000
20:14.7,-22.03,-42.04,103300,16000
20:14.8,-21.5,-42.05,103300,16000
20:14.9,-22.41,-42.01,103300,16000
20:14.9,-21.04,-42.02,103300,16000
20:15.0,-22.01,-42.03,103300,16000
20:15.1,-21.88,-41.99,103300,16000
20:15.1,-23.63,-41.98,103300,16000
20:15.2,-22.12,-41.99,103300,16000
20:15.3,-21.95,-41.99,103300,16000
20:15.3,-21.59,-41.9,103300,16000
20:15.4,-21.48,-41.88,103300,16000
20:15.4,-22.7,-41.83,103300,16000
20:15.5,-21.71,-41.84,103300,16000
20:15.5,-22.19,-41.82,103300,16000
20:15.6,-21.77,-41.79,103300,16000
20:15.7,-21,-41.74,103300,16000
20:15.8,-19.83,-41.7,103300,16000
20:15.8,-22.25,-41.69,103300,16000
20:15.9,-20.99,-41.67,103300,16000
20:16.0,-21.87,-41.64,103300,16000
20:16.1,-22.39,-41.67,103300,16000
20:16.2,-21.43,-41.65,103300,16000
20:16.3,-20.89,-41.62,103300,16000
20:16.3,-20.77,-41.62,103300,16000
20:16.4,-19.09,-41.64,103300,16000
20:16.4,-20.87,-41.67,103300,16000
20:16.4,-21.4,-41.63,103300,16000
20:16.5,-21.99,-41.66,103300,16000
20:16.6,-20.31,-41.69,103300,16000
20:16.7,-20.88,-41.69,103300,16000
20:16.7,-20.62,-41.72,103300,16000
20:16.8,-21.89,-41.73,103300,16000
20:16.9,-21.83,-41.74,103300,16000
20:17.0,-20.55,-41.76,103300,16000
20:17.0,-21.05,-41.79,103300,16000
20:17.1,-21.56,-41.79,103300,16000
20:17.1,-21.49,-41.82,103300,16000
20:17.1,-21.4,-41.86,103300,16000
20:17.2,-21.42,-41.94,103300,16000
20:17.3,-20.87,-41.92,103300,16000
20:17.3,-21.54,-41.92,103300,16000
20:17.4,-20.97,-41.86,103300,16000
20:17.5,-20.83,-41.82,103300,16000
20:17.5,-19.83,-41.77,103300,16000
20:17.6,-20.99,-41.77,103300,16000
20:17.7,-22.23,-41.73,103300,16000
20:17.7,-21.18,-41.77,103300,16000
20:17.8,-21.01,-41.72,103300,16000
20:17.9,-20.83,-41.73,103300,16000
20:18.0,-22.62,-41.73,103300,16000
20:18.1,-22.62,-41.74,103300,16000
20:18.1,-22.36,-41.78,103300,16000
20:18.2,-20.65,-41.77,103300,16000
20:18.2,-20.75,-41.71,103300,16000
20:18.3,-20.2,-41.73,103300,16000
20:18.4,-21.69,-41.76,103300,16000
20:18.4,-20.01,-41.82,103300,16000
20:18.5,-21.54,-41.89,103300,16000
20:18.5,-21.43,-41.98,103300,16000
20:18.6,-19.99,-41.96,103300,16000
20:18.6,-16.91,-41.98,103300,16000
20:18.6,-18.89,-41.98,103300,16000
20:18.7,-20.96,-41.89,103300,16000
20:18.8,-21.17,-41.9,103300,16000
20:18.8,-21.04,-41.87,103300,16000
20:18.9,-23.59,-41.85,103300,16000
20:18.9,-20.8,-41.86,103300,16000
20:19.0,-21.68,-41.84,103300,16000
20:19.1,-21.74,-41.84,103300,16000
20:19.2,-19.72,-41.87,103300,16000
20:19.2,-21.89,-41.86,103300,16000
20:19.3,-20.02,-41.88,103300,16000
20:19.4,-22.08,-41.77,103300,16000
20:19.4,-20.26,-41.73,103300,16000
20:19.5,-22.15,-41.68,103300,16000
20:19.6,-20.82,-41.7,103300,16000
20:19.7,-20.84,-41.7,103300,16000
20:19.7,-20.05,-41.72,103300,16000
20:19.8,-21.34,-41.72,103300,16000
20:19.8,-21.72,-41.71,103300,16000
20:19.9,-21.38,-41.73,103300,16000
20:20.0,-20.58,-41.71,103300,16000
20:20.0,-20.17,-41.65,103300,16000
20:20.1,-20.07,-41.6,103300,16000
20:20.2,-21.43,-41.55,103300,16000
20:20.2,-21.33,-41.48,103300,16000
20:20.3,-20.46,-41.48,103300,16000
20:20.3,-20.52,-41.52,103300,16000
20:20.4,-19.76,-41.57,103300,16000
20:20.5,-21.65,-41.57,103300,16000
20:20.5,-22.07,-41.53,103300,16000
20:20.6,-22.08,-41.52,103300,16000
20:20.7,-20.33,-41.51,103300,16000
20:20.8,-20.65,-41.48,103300,16000
20:20.8,-23.12,-41.54,103300,16000
20:20.9,-21.22,-41.52,103300,16000
20:21.0,-19.71,-41.53,103300,16000
20:21.1,-22.65,-41.55,103300,16000
20:21.2,-20.75,-41.65,103300,16000
20:21.2,-21.69,-41.68,103300,16000
20:21.2,-20.54,-41.7,103300,16000
20:21.4,-21.06,-41.7,103300,16000
20:21.4,-21.05,-41.67,103300,16000
20:21.4,-22.41,-41.64,103300,16000
20:21.6,-21.17,-41.7,103300,16000
20:21.6,-21.42,-41.71,103300,16000
20:21.6,-21.79,-41.77,103300,16000
20:21.7,-22.47,-41.77,103300,16000
20:21.8,-23.42,-41.84,103300,16000
20:21.9,-21.51,-41.88,103300,16000
20:21.9,-21.31,-41.85,103300,16000
20:22.0,-20.44,-41.86,103300,16000
20:22.1,-21.31,-41.83,103300,16000
20:22.1,-22.59,-41.84,103300,16000
20:22.2,-22.46,-41.87,103300,16000
20:22.2,-22.09,-41.86,103300,16000
20:22.3,-19.79,-41.9,103300,16000
20:22.3,-19.36,-41.84,103300,16000
20:22.4,-22.17,-41.79,103300,16000
20:22.4,-21,-41.81,103300,16000
20:22.5,-21.83,-41.78,103300,16000
20:22.6,-20.46,-41.74,103300,16000
20:22.7,-21.83,-41.71,103300,16000
20:22.7,-21.22,-41.72,103300,16000
20:22.7,-22.04,-41.67,103300,16000
20:22.8,-21.84,-41.64,103300,16000
20:22.8,-21.71,-41.64,103300,16000
20:22.9,-22.69,-41.58,103300,16000
20:23.0,-22.25,-41.57,103300,16000
20:23.1,-22.59,-41.55,103300,16000
20:23.1,-21.32,-41.51,103300,16000
20:23.2,-21.42,-41.49,103300,16000
20:23.3,-21.83,-41.49,103300,16000
20:23.4,-21.87,-41.57,103300,16000
20:23.5,-23.01,-41.61,103300,16000
20:23.5,-22.06,-41.69,103300,16000
20:23.6,-22.06,-41.71,103300,16000
20:23.7,-20.72,-41.73,103300,16000
20:23.8,-22.31,-41.73,103300,16000
20:23.8,-22.16,-41.71,103300,16000
20:23.9,-22.28,-41.73,103300,16000
20:23.9,-20.52,-41.88,103300,16000
20:24.1,-22.25,-41.88,103300,16000
20:24.1,-22.85,-41.9,103300,16000
20:24.2,-21.05,-41.98,103300,16000
20:24.2,-21.63,-41.98,103300,16000
20:24.3,-20.43,-41.97,103300,16000
20:24.4,-22.15,-41.85,103300,16000
20:24.4,-19.87,-41.89,103300,16000
20:24.5,-17.47,-41.85,103300,16000
20:24.6,-17.87,-41.88,103300,16000
20:24.7,-17.64,-41.86,103300,16000
20:24.8,-18.18,-41.82,103300,16000
20:24.8,-18.86,-41.84,103300,16000
20:24.9,-19.38,-41.83,103300,16000
20:24.9,-16.72,-41.78,103300,16000
20:25.0,-14.68,-41.75,103300,16000
20:25.0,-17.17,-41.74,103300,16000
20:25.1,-16.93,-41.75,103300,16000
20:25.2,-17.77,-41.74,103300,16000
20:25.2,-17.3,-41.68,103300,16000
20:25.3,-16.24,-41.75,103300,16000
20:25.3,-18.64,-41.9,103300,16000
20:25.4,-19.5,-41.91,103300,16000
20:25.5,-18.9,-41.89,103300,16000
20:25.5,-16.97,-41.89,103300,16000
20:25.6,-20.58,-41.93,103300,16000
20:25.7,-21.18,-42.01,103300,16000
20:25.8,-19.72,-42.05,103300,16000
20:25.9,-22.03,-42.09,103300,16000
20:25.9,-22.48,-42.13,103300,16000
20:26.1,-21.5,-42.17,103300,16000
20:26.1,-21.46,-42.17,103300,16000
20:26.2,-20.16,-42.22,103300,16000
20:26.3,-20.13,-42.19,103300,16000
20:26.4,-22.04,-42.19,103300,16000
20:26.4,-21.53,-42.18,103300,16000
20:26.5,-22.69,-42.18,103300,16000
20:26.5,-20.74,-42.2,103300,16000
20:26.6,-21.51,-42.2,103300,16000
20:26.6,-22.45,-42.18,103300,16000
20:26.6,-22.32,-42.13,103300,16000
20:26.7,-21.34,-42.12,103300,16000
20:26.8,-20.69,-42.1,103300,16000
20:27.0,-20.73,-42.04,103300,16000
20:27.0,-21.07,-42.01,103300,16000
20:27.1,-20.71,-42.02,103300,16000
20:27.1,-22.23,-41.94,103300,16000
20:27.2,-20.82,-41.92,103300,16000
20:27.3,-22.06,-41.89,103300,16000
20:27.4,-21.61,-41.85,103300,16000
20:27.5,-22.18,-41.83,103300,16000
20:27.6,-21.54,-41.87,103300,16000
20:27.7,-20.62,-41.88,103300,16000
20:27.8,-21.73,-41.9,103300,16000
20:27.8,-20.96,-41.92,103300,16000
20:27.9,-21.54,-41.93,103300,16000
20:28.0,-20.46,-41.93,103300,16000
20:28.0,-20.97,-41.91,103300,16000
20:28.1,-20.35,-41.94,103300,16000
20:28.1,-21.07,-41.99,103300,16000
20:28.2,-21.7,-42,103300,16000
20:28.3,-20.91,-42,103300,16000
20:28.4,-22.23,-41.98,103300,16000
20:28.4,-21.42,-42.05,103300,16000
20:28.5,-21.02,-41.95,103300,16000
20:28.6,-21.65,-41.94,103300,16000
20:28.6,-21.88,-41.94,103300,16000
20:28.7,-20.2,-41.93,103300,16000
20:28.7,-20.83,-41.9,103300,16000
20:28.8,-19.96,-41.92,103300,16000
20:28.9,-20.15,-41.92,103300,16000
20:28.9,-21.56,-41.92,103300,16000
20:29.0,-19.64,-41.96,103300,16000
20:29.1,-20.61,-41.94,103300,16000
20:29.2,-20.88,-41.95,103300,16000
20:29.3,-20.33,-41.93,103300,16000
20:29.3,-21.19,-41.95,103300,16000
20:29.4,-18.86,-41.99,103300,16000
20:29.5,-20.1,-41.94,103300,16000
20:29.5,-19.94,-41.96,103300,16000
20:29.7,-18.83,-41.99,103300,16000
20:29.8,-21.13,-41.93,103300,16000
20:29.8,-21.43,-41.89,103300,16000
20:29.9,-19.03,-41.87,103300,16000
20:30.0,-21.51,-41.89,103300,16000
20:30.1,-22.95,-41.92,103300,16000
20:30.1,-20.43,-41.97,103300,16000
20:30.2,-21.64,-41.94,103300,16000
20:30.3,-22.29,-41.97,103300,16000
20:30.3,-20.53,-41.98,103300,16000
20:30.4,-22.16,-41.97,103300,16000
20:30.5,-22.57,-41.95,103300,16000
20:30.5,-20.87,-41.95,103300,16000
20:30.6,-21.56,-41.92,103300,16000
20:30.6,-20.36,-41.85,103300,16000
20:30.7,-21.22,-41.86,103300,16000
20:30.8,-21.04,-41.92,103300,16000
20:30.9,-21.79,-41.98,103300,16000
20:30.9,-20.77,-41.96,103300,16000
20:31.0,-21.71,-41.94,103300,16000
20:31.1,-21.74,-41.88,103300,16000
20:31.1,-21.81,-41.83,103300,16000
20:31.2,-20.99,-41.79,103300,16000
20:31.3,-20.61,-41.77,103300,16000
20:31.4,-20.94,-41.73,103300,16000
20:31.5,-22.08,-41.72,103300,16000
20:31.6,-20.69,-41.68,103300,16000
20:31.6,-21.25,-41.65,103300,16000
20:31.7,-20.99,-41.68,103300,16000
20:31.8,-22.11,-41.63,103300,16000
20:31.8,-21.45,-41.65,103300,16000
20:31.9,-21.39,-41.59,103300,16000
20:32.0,-21.94,-41.58,103300,16000
20:32.0,-20.9,-41.57,103300,16000
20:32.0,-22.87,-41.56,103300,16000
20:32.2,-21.67,-41.57,103300,16000
20:32.2,-21.88,-41.62,103300,16000
20:32.3,-21.24,-41.63,103300,16000
20:32.4,-21.64,-41.64,103300,16000
20:32.4,-19.73,-41.65,103300,16000
20:32.5,-19.71,-41.68,103300,16000
20:32.6,-20.44,-41.69,103300,16000
20:32.7,-22.83,-41.69,103300,16000
20:32.7,-22.11,-41.71,103300,16000
20:32.8,-22.23,-41.69,103300,16000
20:32.8,-21.72,-41.68,103300,16000
20:32.9,-20.58,-41.68,103300,16000
20:33.0,-21.34,-41.71,103300,16000
20:33.1,-21.99,-41.73,103300,16000
20:33.1,-18.44,-41.73,103300,16000
20:33.2,-18.92,-41.73,103300,16000
20:33.2,-19.43,-41.73,103300,16000
20:33.3,-19.19,-41.74,103300,16000
20:33.4,-17.44,-41.73,103300,16000
20:33.4,-19.16,-41.73,103300,16000
20:33.5,-22.15,-41.65,103300,16000
20:33.6,-21.94,-41.7,103300,16000
20:33.6,-21.19,-41.7,103300,16000
20:33.7,-20.39,-41.67,103300,16000
20:33.7,-20.76,-41.69,103300,16000
20:33.7,-19.77,-41.68,103300,16000
20:33.8,-21.83,-41.69,103300,16000
20:33.9,-23.5,-41.67,103300,16000
20:33.9,-21.83,-41.65,103300,16000
20:33.9,-20.34,-41.63,103300,16000
20:34.0,-20.17,-41.63,103300,16000
20:34.1,-21.39,-41.59,103300,16000
20:34.2,-20.71,-41.54,103300,16000
20:34.2,-22.38,-41.49,103300,16000
20:34.3,-22.7,-41.49,103300,16000
20:34.4,-20.46,-41.54,103300,16000
20:34.5,-21.18,-41.55,103300,16000
20:34.6,-21.47,-41.65,103300,16000
20:34.6,-20.61,-41.64,103300,16000
20:34.7,-19.29,-41.67,103300,16000
20:34.7,-20.74,-41.65,103300,16000
20:34.8,-21.91,-41.69,103300,16000
20:34.8,-21.32,-41.73,103300,16000
20:34.9,-21.31,-41.75,103300,16000
20:35.0,-20.44,-41.76,103300,16000
20:35.1,-21.05,-41.71,103300,16000
20:35.2,-20.23,-41.74,103300,16000
20:35.3,-21.61,-41.73,103300,16000
20:35.4,-19.8,-41.75,103300,16000
20:35.4,-21.84,-41.61,103300,16000
20:35.6,-19.15,-41.57,103300,16000
20:35.7,-19.43,-41.48,103300,16000
20:35.7,-20.58,-41.4,103300,16000
20:35.8,-20.15,-41.39,103300,16000
20:35.9,-20.18,-41.33,103300,16000
20:36.0,-21.15,-41.34,103300,16000
20:36.1,-19.46,-41.41,103300,16000
20:36.1,-21.75,-41.42,103300,16000
20:36.1,-21.46,-41.38,103300,16000
20:36.2,-21.07,-41.42,103300,16000
20:36.3,-20.65,-41.35,103300,16000
20:36.3,-21.76,-41.35,103300,16000
20:36.5,-20.19,-41.41,103300,16000
20:36.6,-21.34,-41.42,103300,16000
20:36.7,-22.51,-41.48,103300,16000
20:36.7,-20.93,-41.54,103300,16000
20:36.8,-21.27,-41.53,103300,16000
20:36.9,-21.81,-41.53,103300,16000
20:37.0,-21.31,-41.53,103300,16000
20:37.0,-22.02,-41.48,103300,16000
20:37.1,-21.48,-41.48,103300,16000
20:37.1,-22.12,-41.54,103300,16000
20:37.2,-20.39,-41.53,103300,16000
20:37.2,-22.13,-41.48,103300,16000
20:37.3,-20.13,-41.52,103300,16000
20:37.4,-22.63,-41.54,103300,16000
20:37.5,-21.7,-41.53,103300,16000
20:37.5,-21.89,-41.57,103300,16000
20:37.6,-20.04,-41.58,103300,16000
20:37.6,-21.08,-41.59,103300,16000
20:37.7,-21.49,-41.52,103300,16000
20:37.8,-19.62,-41.49,103300,16000
20:37.8,-21.2,-41.47,103300,16000
20:37.9,-21.89,-41.46,103300,16000
20:38.0,-22.26,-41.44,103300,16000
20:38.1,-21.97,-41.47,103300,16000
20:38.2,-19.93,-41.48,103300,16000
20:38.2,-21.92,-41.44,103300,16000
20:38.3,-19.48,-41.43,103300,16000
20:38.4,-21.85,-41.42,103300,16000
20:38.4,-23.3,-41.39,103300,16000
20:38.5,-20.8,-41.43,103300,16000
20:38.6,-22.05,-41.4,103300,16000
20:38.6,-20.79,-41.4,103300,16000
20:38.7,-18.47,-41.43,103300,16000
20:38.8,-21.04,-41.46,103300,16000
20:38.8,-21.66,-41.48,103300,16000
20:38.9,-22.21,-41.47,103300,16000
20:38.9,-22.09,-41.54,103300,16000
20:39.0,-21.08,-41.58,103300,16000
20:39.2,-20.64,-41.59,103300,16000
20:39.2,-21.08,-41.55,103300,16000
20:39.3,-20.38,-41.6,103300,16000
20:39.3,-18.37,-41.6,103300,16000
20:39.4,-20.17,-41.6,103300,16000
20:39.5,-21.11,-41.59,103300,16000
20:39.5,-21.52,-41.64,103300,16000
20:39.6,-19.78,-41.64,103300,16000
20:39.6,-20.08,-41.63,103300,16000
20:39.7,-22.47,-41.62,103300,16000
20:39.8,-19.71,-41.64,103300,16000
20:39.9,-21.31,-41.64,103300,16000
20:39.9,-20.13,-41.59,103300,16000
20:40.0,-19.42,-41.54,103300,16000
20:40.1,-20.54,-41.53,103300,16000
20:40.2,-20.35,-41.53,103300,16000
20:40.2,-19.77,-41.49,103300,16000
20:40.2,-20.97,-41.49,103300,16000
20:40.4,-20.46,-41.5,103300,16000
20:40.4,-21.19,-41.47,103300,16000
20:40.5,-22.34,-41.5,103300,16000
20:40.6,-20.12,-41.43,103300,16000
20:40.6,-21.5,-41.42,103300,16000
20:40.7,-20.08,-41.44,103300,16000
20:40.8,-20.62,-41.48,103300,16000
20:40.9,-21.79,-41.46,103300,16000
20:40.9,-21.57,-41.46,103300,16000
20:41.0,-21.71,-41.45,103300,16000
20:41.1,-20.35,-41.43,103300,16000
